164224139316428800,602.18
412259499458428929,775.0
510279683653500939,751.0
536995294261411840,615.1100000000001
304909574136266752,496.0
630486434360590355,786.7900000000004
542782392872730624,267.0
467864310337765397,200.0
239200491492343808,207.94000000000003
329769606505824257,172.0
89511224831660032,125.64
108772458475044864,122.41999999999997
204362123499929600,47.0
624463046001295360,25.0
434499163644755978,66.48000000000002
282316841731227649,95.35000000000002
311348762192642051,1.0099999999999998
473880925961322506,110.95999999999997
133104714886807552,21.0
315544986571505667,81.27000000000004
227816242898141186,0.0
540906868575436800,41.42000000000001
693702846033690695,2.0
782113493797044224,50.0
783796773012897803,1.0
592457624818155530,-4.0
685198259836289054,4.0
625847996344565781,7.760000000000001
293106803397492747,10.839999999999982
548236443076657152,56.800000000000004
